Round,Random #1 Points, Random #1 Deadwood, Random #2 Points, Random #2 Deadwood
50360,62,45,96,50
50361,62,45,96,52
50362,62,44,96,52
50363,62,44,96,59
50364,62,46,96,59
50365,62,46,96,59
50366,62,47,96,59
50367,62,47,96,68
50368,62,45,96,68
50369,62,45,96,65
50370,62,41,96,65
50371,62,41,96,68
50372,62,43,96,68
50373,62,43,96,59
50374,62,34,96,59
50375,62,34,96,57
50376,62,27,96,57
50377,62,27,96,35
50378,62,34,96,35
50379,62,34,96,35
50380,62,55,96,35
50381,62,55,96,29
50382,62,54,96,29
50383,62,54,96,38
50384,62,43,96,38
50385,62,43,96,60
50386,62,51,96,60
50387,62,51,96,54
50388,62,52,96,54
50389,62,52,96,35
50390,62,54,96,35
50391,62,54,96,26
50392,62,54,96,26
50393,62,54,96,51
50394,62,54,96,51
50395,62,54,96,51
50396,62,62,96,51
50397,62,62,96,40
50398,62,62,96,40
50399,62,62,96,37
50400,62,63,96,37
50401,62,63,96,48
50402,62,67,96,48
50403,62,67,96,41
50404,62,68,96,41
50405,62,55,96,74
50406,62,36,96,74
50407,62,36,96,65
50408,62,45,96,65
50409,62,45,96,56
50410,62,73,96,56
50411,62,73,96,47
50412,62,69,96,47
50413,62,69,96,46
50414,62,76,96,46
50415,62,76,96,61
50416,62,76,96,61
50417,62,76,96,60
50418,62,47,96,60
50419,62,47,96,37
50420,62,52,96,37
50421,62,52,96,44
50422,62,55,96,44
50423,62,55,96,48
50424,62,48,96,48
50425,62,48,96,48
50426,62,78,96,48
50427,62,78,96,76
50428,62,75,96,76
50429,62,75,96,48
50430,62,73,96,48
50431,62,73,96,50
50432,62,64,96,50
50433,62,64,96,49
50434,62,49,96,49
50435,62,49,96,48
50436,62,49,96,48
50437,62,49,96,78
50438,62,46,96,78
50439,62,46,96,78
50440,62,49,96,78
50441,62,49,96,79
50442,62,65,96,79
50443,62,65,96,70
50444,62,42,96,70
50445,62,42,96,63
50446,62,65,96,63
50447,62,65,96,65
50448,62,61,96,65
50449,62,61,96,71
50450,62,54,96,71
50451,62,54,96,48
50452,62,56,96,48
50453,62,56,96,50
50454,62,49,96,50
50455,62,49,96,46
50456,62,49,96,46
50457,62,49,96,72
50458,62,49,96,72
50459,62,49,96,70
50460,62,49,96,70
50461,62,49,96,71
50462,62,55,96,71
50463,62,55,96,64
50464,62,54,96,64
50465,62,54,96,65
50466,62,78,96,55
50467,62,78,96,39
50468,62,73,96,39
50469,62,73,96,53
50470,62,68,96,53
50471,62,68,96,53
50472,62,76,96,53
50473,62,76,96,37
50474,62,81,96,37
50475,62,81,96,37
50476,62,73,96,37
50477,62,73,96,39
50478,62,71,96,39
50479,62,71,96,38
50480,62,62,96,38
50481,62,62,96,45
50482,62,36,96,45
50483,62,36,96,59
50484,62,31,96,59
50485,62,31,96,64
50486,62,26,96,64
50487,62,26,96,64
50488,62,56,96,64
50489,62,56,96,69
50490,62,48,96,69
50491,62,48,96,71
50492,62,56,96,71
50493,62,56,96,75
50494,62,55,96,75
50495,62,55,96,68
50496,62,58,96,68
50497,62,58,96,67
50498,62,26,96,67
50499,62,26,96,63
50500,62,22,96,63
50501,62,22,96,63
50502,62,29,96,63
50503,62,29,96,59
50504,62,32,96,59
50505,62,32,96,63
50506,62,28,96,63
50507,62,28,96,68
50508,62,36,96,68
50509,62,36,96,61
50510,62,42,96,61
50511,62,42,96,61
50512,62,35,96,61
50513,62,35,96,60
50514,62,64,96,60
50515,62,64,96,67
50516,62,61,96,67
50517,62,61,96,62
50518,62,64,96,62
50519,62,64,96,70
50520,62,65,96,70
50521,62,65,96,71
50522,62,70,96,71
50523,62,70,96,72
50524,62,63,96,72
50525,62,63,96,67
50526,62,70,96,67
50527,62,70,96,45
50528,62,36,96,36
50529,62,36,96,17
50530,62,65,96,17
50531,62,65,96,16
50532,62,69,96,16
50533,62,69,96,38
50534,62,44,96,38
50535,62,44,96,38
50536,62,42,96,38
50537,62,42,96,38
50538,62,35,96,38
50539,62,35,96,40
50540,62,47,96,40
50541,62,47,96,43
50542,62,62,96,43
50543,62,62,96,47
50544,62,40,96,47
50545,62,40,96,55
50546,62,38,96,55
50547,62,38,96,58
50548,62,41,96,58
50549,62,41,96,60
50550,62,39,96,60
50551,62,39,96,53
50552,62,36,96,53
50553,62,36,96,49
50554,62,37,96,49
50555,62,37,96,48
50556,62,44,96,48
50557,62,44,96,45
50558,62,64,96,45
50559,62,64,96,49
50560,62,64,96,49
50561,62,64,96,62
50562,62,66,96,62
50563,62,66,96,61
50564,62,58,96,61
50565,62,58,96,66
50566,62,51,96,66
50567,62,51,96,66
50568,62,54,96,66
50569,62,54,96,60
50570,62,54,96,60
50571,62,54,96,67
50572,62,58,96,67
50573,62,58,96,67
50574,62,58,96,67
50575,62,58,96,69
50576,62,38,96,69
50577,62,38,96,69
50578,62,69,96,48
50579,62,69,96,55
50580,62,61,96,55
50581,62,61,96,48
50582,62,62,96,48
50583,62,62,96,47
50584,62,63,96,47
50585,62,63,96,46
50586,62,66,96,46
50587,62,66,96,33
50588,62,70,96,33
50589,62,70,96,26
50590,62,75,96,26
50591,62,75,96,26
50592,62,68,96,26
50593,62,68,96,44
50594,62,70,96,44
50595,62,70,96,63
50596,62,44,96,63
50597,62,44,96,60
50598,62,46,96,60
50599,62,46,96,55
50600,62,70,96,55
50601,62,70,96,62
50602,62,63,96,62
50603,62,63,96,69
50604,62,56,96,69
50605,62,56,96,69
50606,62,56,96,69
50607,62,56,96,71
50608,62,54,96,71
50609,62,54,96,42
50610,62,58,96,42
50611,62,58,96,45
50612,62,52,96,45
50613,62,52,96,41
50614,62,49,96,41
50615,62,49,96,40
50616,62,39,96,40
50617,62,39,96,62
50618,62,46,96,62
50619,62,46,96,63
50620,62,42,96,63
50621,62,42,96,60
50622,62,35,96,60
50623,62,35,96,60
50624,62,49,96,60
50625,62,49,96,53
50626,62,49,96,53
50627,62,49,96,56
50628,62,35,96,56
50629,62,35,96,56
50630,62,39,96,56
50631,62,39,96,63
50632,62,34,96,63
50633,62,34,96,70
50634,62,34,96,70
50635,62,34,96,66
50636,62,42,96,66
50637,62,42,96,37
50638,62,45,96,37
50639,62,45,96,64
50640,62,52,96,64
50641,62,52,96,57
50642,62,57,96,57
50643,62,57,96,56
50644,62,54,96,56
50645,62,54,96,52
50646,62,57,96,52
50647,62,57,96,53
50648,62,57,96,53
50649,62,57,96,60
50650,62,50,96,60
50651,62,50,96,61
50652,62,69,96,61
50653,62,69,96,57
50654,62,65,96,57
50655,62,65,96,55
50656,62,65,96,55
50657,62,65,96,52
50658,62,65,96,52
50659,62,65,96,55
50660,62,62,96,55
50661,62,62,96,62
50662,62,55,96,62
50663,62,55,96,62
50664,62,62,96,62
50665,62,62,96,64
50666,62,56,96,64
50667,62,56,96,62
50668,62,56,96,62
50669,62,56,96,65
50670,62,41,96,65
50671,62,41,96,40
50672,62,61,96,47
50673,62,61,96,52
50674,62,59,96,52
50675,62,59,96,53
50676,62,57,96,53
50677,62,57,96,56
50678,62,58,96,56
50679,62,58,96,63
50680,62,52,96,63
50681,62,52,96,70
50682,62,46,96,70
50683,62,46,96,71
50684,62,57,96,71
50685,62,57,96,66
50686,62,61,96,66
50687,62,61,96,67
50688,62,67,96,67
50689,62,67,96,65
50690,62,45,96,65
50691,62,45,96,72
50692,62,41,96,72
50693,62,41,96,65
50694,62,47,96,65
50695,62,47,96,57
50696,62,63,96,57
50697,62,63,96,54
50698,62,35,96,54
50699,62,35,96,59
50700,62,38,96,59
50701,62,38,96,62
50702,62,59,96,62
50703,62,59,96,40
50704,62,43,96,40
50705,62,43,96,47
50706,62,43,96,47
50707,62,43,96,71
50708,62,42,96,71
50709,62,42,96,73
50710,62,57,96,73
50711,62,57,96,66
50712,62,54,96,66
50713,62,54,96,66
50714,62,63,96,66
50715,62,63,96,64
50716,62,57,96,64
50717,62,57,96,67
50718,62,39,96,67
50719,62,39,96,72
50720,62,41,96,72
50721,62,41,96,44
50722,62,48,96,44
50723,62,48,96,44
50724,62,46,96,44
50725,62,46,96,46
50726,62,36,96,46
50727,62,36,96,43
50728,62,66,96,43
50729,62,66,96,46
50730,62,71,96,46
50731,62,71,96,43
50732,62,71,96,43
50733,62,68,96,75
50734,62,62,96,75
50735,62,62,96,72
50736,62,67,96,72
50737,62,67,96,70
50738,62,60,96,70
50739,62,60,96,48
50740,62,52,96,48
50741,62,52,96,41
50742,62,52,96,41
50743,62,52,96,48
50744,62,45,96,48
50745,62,45,96,52
50746,62,51,96,52
50747,62,51,96,48
50748,62,49,96,48
50749,62,49,96,74
50750,62,54,96,74
50751,62,54,96,55
50752,62,54,96,55
50753,62,54,96,56
50754,62,57,96,56
50755,62,57,96,48
50756,62,50,96,48
50757,62,50,96,58
50758,62,45,96,58
50759,62,45,96,58
50760,62,52,96,58
50761,62,52,96,51
50762,62,52,96,51
50763,62,52,96,43
50764,62,58,96,43
50765,62,58,96,61
50766,62,64,96,61
50767,62,64,96,66
50768,62,65,96,66
50769,62,65,96,62
50770,62,63,96,62
50771,62,63,96,59
50772,62,71,96,59
50773,62,71,96,58
50774,62,69,96,58
50775,62,69,96,64
50776,62,67,96,64
50777,62,67,96,63
50778,62,66,96,63
50779,62,66,96,68
50780,62,67,96,68
50781,62,67,96,59
50782,62,72,96,59
50783,62,72,96,58
50784,62,65,96,58
50785,62,65,96,61
50786,62,63,96,61
50787,62,63,96,63
50788,62,54,96,63
50789,62,54,96,68
50790,62,54,96,68
50791,62,54,96,68
50792,62,52,96,68
50793,62,52,96,62
50794,62,47,96,51
50795,62,47,96,68
50796,62,86,96,68
50797,62,86,96,75
50798,62,80,96,75
50799,62,80,96,74
50800,62,77,96,74
50801,62,77,96,76
50802,62,78,96,76
50803,62,78,96,52
50804,62,78,96,52
50805,62,78,96,60
50806,62,74,96,60
50807,62,74,96,60
50808,62,81,96,60
50809,62,81,96,75
50810,62,80,96,75
50811,62,80,96,78
50812,62,75,96,78
50813,62,75,96,41
50814,62,54,96,41
50815,62,54,96,41
50816,62,46,96,41
50817,62,46,96,42
50818,62,22,96,42
50819,62,22,96,42
50820,62,52,96,42
50821,62,52,96,44
50822,62,43,96,44
50823,62,43,96,40
50824,62,36,96,40
50825,62,36,96,42
50826,62,41,96,42
50827,62,41,96,75
50828,62,43,96,75
50829,62,43,96,74
50830,62,50,96,74
50831,62,50,96,58
50832,62,50,96,58
50833,62,50,96,58
50834,62,55,96,58
50835,62,55,96,50
50836,62,51,96,50
50837,62,51,96,59
50838,62,71,96,59
50839,62,71,96,62
50840,62,72,96,62
50841,62,72,96,53
50842,62,67,96,53
50843,62,67,96,23
50844,62,76,96,23
50845,62,76,96,15
50846,62,75,96,15
50847,62,75,96,22
50848,62,72,96,22
50849,62,72,96,45
50850,62,72,96,45
50851,62,72,96,54
50852,62,67,96,54
50853,62,67,96,67
50854,62,68,96,67
50855,62,68,96,72
50856,62,62,96,72
50857,62,62,96,67
50858,62,61,96,67
50859,62,61,96,66
50860,62,36,96,55
50861,62,36,96,55
50862,62,35,96,55
50863,62,35,96,59
50864,62,34,96,59
50865,62,34,96,67
50866,62,41,96,67
50867,62,41,96,58
50868,62,38,96,58
50869,62,38,96,56
50870,62,43,96,56
50871,62,43,96,49
50872,62,64,96,49
50873,62,64,96,64
50874,62,61,96,64
50875,62,61,96,69
50876,62,52,96,69
50877,62,52,96,65
50878,62,51,96,65
50879,62,51,96,62
50880,62,52,96,62
50881,62,52,96,55
50882,62,47,96,55
50883,62,47,96,55
50884,62,47,96,55
50885,62,47,96,51
50886,62,59,96,51
50887,62,59,96,28
50888,62,59,96,28
50889,62,59,96,37
50890,62,55,96,37
50891,62,55,96,63
50892,62,52,96,63
50893,62,52,96,64
50894,62,57,96,64
50895,62,57,96,67
50896,62,54,96,67
50897,62,54,96,67
50898,62,54,96,67
50899,62,54,96,67
50900,62,58,96,67
50901,62,58,96,63
50902,62,64,96,63
50903,62,64,96,61
50904,62,64,96,61
50905,62,64,96,58
50906,62,68,96,33
50907,62,68,96,37
50908,62,60,96,37
50909,62,60,96,43
50910,62,65,96,43
50911,62,65,96,46
50912,62,57,96,46
50913,62,57,96,19
50914,62,54,96,19
50915,62,54,96,13
50916,62,58,96,13
50917,62,58,96,24
50918,62,51,96,24
50919,62,51,96,54
50920,62,52,96,54
50921,62,52,96,53
50922,62,60,96,53
50923,62,60,96,59
50924,62,67,96,59
50925,62,67,96,56
50926,62,67,96,56
50927,62,67,96,56
50928,62,71,96,56
50929,62,71,96,59
50930,62,67,96,59
50931,62,67,96,61
50932,62,45,96,61
50933,62,45,96,64
50934,62,66,96,64
50935,62,66,96,67
50936,62,63,96,67
50937,62,63,96,66
50938,62,43,96,66
50939,62,43,96,66
50940,62,67,96,66
50941,62,67,96,64
50942,62,62,96,64
50943,62,62,96,64
50944,62,32,96,64
50945,62,32,96,67
50946,62,59,96,67
50947,62,59,96,74
50948,62,54,96,74
50949,62,54,96,72
50950,62,31,96,72
50951,62,31,96,72
50952,62,33,96,72
50953,62,33,96,72
50954,62,36,96,72
50955,62,36,96,70
50956,62,31,96,70
50957,62,31,96,77
50958,62,29,96,77
50959,62,29,96,75
50960,62,32,96,75
50961,62,32,96,76
50962,62,75,96,66
50963,62,75,96,65
50964,62,75,96,65
50965,62,75,96,65
50966,62,74,96,65
50967,62,74,96,65
50968,62,73,96,65
50969,62,73,96,53
50970,62,69,96,53
50971,62,69,96,50
50972,62,74,96,50
50973,62,74,96,53
50974,62,66,96,53
50975,62,66,96,54
50976,62,48,96,54
50977,62,48,96,64
50978,62,43,96,64
50979,62,43,96,49
50980,62,63,96,49
50981,62,63,96,70
50982,62,62,96,70
50983,62,62,96,62
50984,62,71,96,62
50985,62,71,96,53
50986,62,74,96,53
50987,62,74,96,54
50988,62,73,96,54
50989,62,73,96,55
50990,62,74,96,55
50991,62,74,96,52
50992,62,74,96,52
50993,62,74,96,57
50994,62,66,96,57
50995,62,66,96,60
50996,62,59,96,60
50997,62,59,96,63
50998,62,64,96,63
50999,62,64,96,59
51000,62,60,96,59
51001,62,60,96,57
51002,62,60,96,57
51003,62,60,96,57
51004,62,67,96,57
51005,62,67,96,44
51006,62,65,96,44
51007,62,65,96,36
51008,62,44,96,36
51009,62,44,96,37
51010,62,78,96,59
51011,62,78,96,59
51012,62,73,96,59
51013,62,73,96,64
51014,62,71,96,64
51015,62,71,96,69
51016,62,71,96,69
51017,62,71,96,69
51018,62,64,96,69
51019,62,64,96,61
51020,62,71,96,61
51021,62,71,96,54
51022,62,63,96,54
51023,62,63,96,61
51024,62,60,96,61
51025,62,60,96,65
51026,62,65,96,65
51027,62,65,96,57
51028,62,27,96,57
51029,62,27,96,64
51030,62,27,96,64
51031,62,27,96,65
51032,62,34,96,65
51033,62,34,96,61
51034,62,41,96,61
51035,62,41,96,65
51036,62,42,96,65
51037,62,42,96,44
51038,62,73,96,44
51039,62,73,96,43
51040,62,74,96,43
51041,62,74,96,62
51042,62,79,96,62
51043,62,79,96,59
51044,62,76,96,59
51045,62,76,96,59
51046,62,72,96,59
51047,62,72,96,62
51048,62,65,96,62
51049,62,65,96,34
51050,62,72,96,34
51051,62,72,96,18
51052,62,66,96,18
51053,62,66,96,39
51054,62,72,96,39
51055,62,72,96,66
51056,62,39,96,66
51057,62,39,96,71
51058,62,35,96,71
51059,62,35,96,68
51060,62,38,96,68
51061,62,38,96,65
51062,62,83,96,78
51063,62,83,96,85
51064,62,76,96,85
51065,62,76,96,87
51066,62,77,96,87
51067,62,77,96,84
51068,62,66,96,84
51069,62,66,96,81
51070,62,58,96,81
51071,62,58,96,81
51072,62,52,96,81
51073,62,52,96,85
51074,62,53,96,85
51075,62,53,96,89
51076,62,55,96,89
51077,62,55,96,85
51078,62,71,96,85
51079,62,71,96,78
51080,62,80,96,78
51081,62,80,96,69
51082,62,50,96,69
51083,62,50,96,68
51084,62,50,96,68
51085,62,50,96,67
51086,62,80,96,67
51087,62,80,96,66
51088,62,85,96,66
51089,62,85,96,65
51090,62,56,96,65
51091,62,56,96,57
51092,62,54,96,57
51093,62,54,96,58
51094,62,23,96,58
51095,62,23,96,51
51096,62,23,96,51
51097,62,23,96,53
51098,62,51,96,53
51099,62,51,96,53
51100,62,51,96,53
51101,62,51,96,54
51102,62,44,96,54
51103,62,44,96,54
51104,62,44,96,54
51105,62,44,96,52
51106,62,47,96,52
51107,62,47,96,59
51108,62,45,96,59
51109,62,45,96,66
51110,62,39,96,66
51111,62,39,96,43
51112,62,39,96,43
51113,62,39,96,66
51114,62,39,96,66
51115,62,39,96,70
51116,62,38,96,70
51117,62,38,96,64
51118,62,63,96,64
51119,62,63,96,71
51120,62,58,96,71
51121,62,58,96,66
51122,62,56,96,66
51123,62,56,96,65
51124,62,60,96,65
51125,62,60,96,60
51126,62,61,96,60
51127,62,61,96,57
51128,62,61,96,57
51129,62,61,96,49
51130,62,61,96,49
51131,62,61,96,57
51132,62,54,96,57
51133,62,55,96,68
51134,62,62,96,68
51135,62,62,96,75
51136,62,60,96,75
51137,62,60,96,70
51138,62,61,96,70
51139,62,61,96,70
51140,62,63,96,70
51141,62,63,96,67
51142,62,56,96,67
51143,62,56,96,76
51144,62,51,96,76
51145,62,51,96,69
51146,62,51,96,69
51147,62,51,96,69
51148,62,55,96,69
51149,62,55,96,71
51150,62,64,96,71
51151,62,64,96,62
51152,62,66,96,62
51153,62,66,96,62
51154,62,66,96,62
51155,62,66,96,69
51156,62,66,96,69
51157,62,66,96,63
51158,62,72,96,63
51159,62,72,96,56
51160,62,72,96,56
51161,62,72,96,54
51162,62,49,96,54
51163,62,49,96,47
51164,62,51,96,47
51165,62,51,96,47
51166,62,51,96,47
51167,62,51,96,54
51168,62,51,96,54
51169,62,51,96,56
51170,62,75,96,56
51171,62,75,96,62
51172,62,49,96,62
51173,62,49,96,59
51174,62,48,96,59
51175,62,48,96,64
51176,62,76,96,64
51177,62,76,96,38
51178,62,72,96,38
51179,62,72,96,68
51180,62,81,96,68
51181,62,81,96,60
51182,62,56,96,60
51183,62,56,96,62
51184,62,58,96,62
51185,62,58,96,57
51186,62,82,96,57
51187,62,82,96,56
51188,62,82,96,56
51189,62,82,96,65
51190,62,78,96,65
51191,62,78,96,68
51192,62,70,96,68
51193,62,70,96,61
51194,62,78,96,61
51195,62,78,96,53
51196,62,80,96,53
51197,62,80,96,49
51198,62,80,96,49
51199,62,80,96,58
51200,62,71,96,58
51201,62,71,96,62
51202,62,70,96,62
51203,62,64,96,67
51204,62,69,96,67
51205,62,69,96,63
51206,62,41,96,63
51207,62,41,96,69
51208,62,43,96,69
51209,62,43,96,41
51210,62,50,96,41
51211,62,50,96,37
51212,62,46,96,37
51213,62,46,96,37
51214,62,65,96,37
51215,62,65,96,40
51216,62,69,96,40
51217,62,69,96,42
51218,62,69,96,42
51219,62,69,96,63
51220,62,69,96,63
51221,62,69,96,59
51222,62,44,96,59
51223,62,44,96,67
51224,62,59,96,67
51225,62,59,96,65
51226,62,62,96,65
51227,62,62,96,71
51228,62,47,96,71
51229,62,47,96,67
51230,62,45,96,67
51231,62,45,96,66
51232,62,70,96,66
51233,62,70,96,62
51234,62,74,96,62
51235,62,74,96,67
51236,62,74,96,67
51237,62,74,96,63
51238,62,67,96,63
51239,62,67,96,65
51240,62,59,96,65
51241,62,59,96,72
51242,62,57,96,72
51243,62,57,96,73
51244,62,52,96,73
51245,62,52,96,69
51246,62,57,96,69
51247,62,57,96,65
51248,62,59,96,65
51249,62,59,96,68
51250,62,61,96,68
51251,62,61,96,71
51252,62,55,96,71
51253,62,55,96,74
51254,62,55,96,74
51255,62,55,96,82
51256,62,62,96,82
51257,62,62,96,79
51258,62,63,96,79
51259,62,63,96,81
51260,62,61,96,46
51261,62,61,96,46
51262,62,60,96,46
51263,62,60,96,51
51264,62,55,96,51
51265,62,55,96,54
51266,62,48,96,54
51267,62,48,96,56
51268,62,57,96,56
51269,62,57,96,47
51270,62,61,96,47
51271,62,61,96,40
51272,62,39,96,40
51273,62,39,96,58
51274,62,42,96,58
51275,62,42,96,53
51276,62,44,96,53
51277,62,44,96,53
51278,62,12,96,53
51279,62,12,96,62
51280,62,11,96,62
51281,62,11,96,62
51282,62,30,96,62
51283,62,30,96,60
51284,62,30,96,60
51285,62,30,96,54
51286,62,29,96,54
51287,62,29,96,63
51288,62,30,96,63
51289,62,30,96,54
51290,62,31,96,54
51291,62,31,96,61
51292,62,27,96,61
51293,62,27,96,31
51294,62,47,96,31
51295,62,47,96,27
51296,62,68,96,27
51297,62,68,96,30
51298,62,64,96,30
51299,62,64,96,28
51300,62,59,96,28
51301,62,59,96,33
51302,62,61,96,33
51303,62,61,96,25
51304,62,52,96,25
51305,62,52,96,51
51306,62,53,96,51
51307,62,53,96,59
51308,62,53,96,59
51309,62,53,96,50
51310,62,57,96,50
51311,62,57,96,54
51312,62,56,96,54
51313,62,56,96,51
51314,62,56,96,51
51315,62,56,96,51
51316,62,33,96,51
51317,62,33,96,49
51318,62,35,96,49
51319,62,35,96,43
51320,62,39,96,43
51321,62,39,96,38
51322,62,70,96,55
51323,62,70,96,46
51324,62,70,96,46
51325,62,70,96,39
51326,62,61,96,39
51327,62,61,96,49
51328,62,65,96,49
51329,62,65,96,43
51330,62,62,96,43
51331,62,62,96,41
51332,62,64,96,41
51333,62,64,96,42
51334,62,63,96,42
51335,62,63,96,71
51336,62,70,96,71
51337,62,70,96,71
51338,62,64,96,71
51339,62,64,96,70
51340,62,69,96,70
51341,62,69,96,66
51342,62,68,96,66
51343,62,68,96,57
51344,62,68,96,57
51345,62,68,96,52
51346,62,55,96,52
51347,62,55,96,53
51348,62,65,96,53
51349,62,65,96,47
51350,62,67,96,47
51351,62,67,96,44
51352,62,62,96,44
51353,62,62,96,49
51354,62,62,96,49
51355,62,62,96,54
51356,62,58,96,54
51357,62,58,96,51
51358,62,60,96,51
51359,62,60,96,50
51360,62,59,96,50
51361,62,59,96,62
51362,62,55,96,62
51363,62,55,96,64
51364,62,53,96,64
51365,62,53,96,57
51366,62,54,96,57
51367,62,54,96,63
51368,62,52,96,63
51369,62,52,96,59
51370,62,52,96,59
51371,62,52,96,60
51372,62,52,96,60
51373,62,52,96,56
51374,62,52,96,56
51375,62,52,96,55
51376,62,61,96,55
51377,62,61,96,49
51378,62,65,96,49
51379,62,65,96,48
51380,62,62,96,48
51381,62,62,96,47
51382,62,60,96,47
51383,62,60,96,47
51384,62,56,96,47
51385,62,56,96,52
51386,62,58,96,52
51387,62,58,96,59
51388,62,58,96,59
51389,62,57,96,36
51390,62,50,96,36
51391,62,50,96,45
51392,62,50,96,45
51393,62,50,96,49
51394,62,54,96,49
51395,62,54,96,63
51396,62,53,96,63
51397,62,53,96,63
51398,62,53,96,63
51399,62,53,96,40
51400,62,46,96,40
51401,62,46,96,45
51402,62,53,96,45
51403,62,53,96,37
51404,62,53,96,37
51405,62,53,96,37
51406,62,76,96,37
51407,62,76,96,44
51408,62,69,96,44
51409,62,69,96,29
51410,62,71,96,29
51411,62,71,96,45
51412,62,71,96,45
51413,62,71,96,36
51414,62,46,96,36
51415,62,46,96,34
51416,62,43,96,34
51417,62,43,96,34
51418,62,40,96,34
51419,62,40,96,27
51420,62,43,96,27
51421,62,43,96,38
51422,62,64,96,38
51423,62,64,96,39
51424,62,63,96,39
51425,62,63,96,36
51426,62,59,96,36
51427,62,59,96,74
51428,62,66,96,74
51429,62,66,96,67
51430,62,66,96,67
51431,62,66,96,75
51432,62,66,96,75
51433,62,66,96,70
51434,62,65,96,70
51435,62,65,96,79
51436,62,60,96,79
51437,62,60,96,79
51438,62,65,96,79
51439,62,65,96,56
51440,62,68,96,56
51441,62,68,96,76
51442,62,65,96,76
51443,62,65,96,76
51444,62,71,96,76
51445,62,71,96,75
51446,62,50,96,60
51447,62,50,96,65
51448,62,41,96,65
51449,62,41,96,66
51450,62,36,96,66
51451,62,36,96,61
51452,62,32,96,61
51453,62,32,96,66
51454,62,61,96,66
51455,62,61,96,68
51456,62,58,96,68
51457,62,58,96,64
51458,62,66,96,64
51459,62,66,96,66
51460,62,67,96,66
51461,62,67,96,72
51462,62,65,96,72
51463,62,65,96,72
51464,62,63,96,72
51465,62,63,96,74
51466,62,63,96,74
51467,62,63,96,79
51468,62,63,96,79
51469,62,63,96,70
51470,62,57,96,70
51471,62,57,96,73
51472,62,60,96,73
51473,62,60,96,73
51474,62,37,96,73
51475,62,37,96,73
51476,62,44,96,73
51477,62,44,96,78
51478,62,42,96,78
51479,62,42,96,77
51480,62,39,96,77
51481,62,39,96,70
51482,62,38,96,70
51483,62,38,96,68
51484,62,35,96,68
51485,62,35,96,68
51486,62,38,96,68
51487,62,38,96,76
51488,62,69,96,76
51489,62,69,96,77
51490,62,67,96,77
51491,62,67,96,77
51492,62,60,96,77
51493,62,60,96,73
51494,62,38,96,73
51495,62,38,96,65
51496,62,47,96,65
51497,62,47,96,56
51498,62,54,96,56
51499,62,54,96,57
51500,62,45,96,57
51501,62,45,96,32
51502,62,50,96,32
51503,62,59,96,37
51504,62,63,96,37
51505,62,63,96,46
51506,62,72,96,46
51507,62,72,96,54
51508,62,64,96,54
51509,62,64,96,63
51510,62,64,96,63
51511,62,64,96,54
51512,62,64,96,54
51513,62,64,96,56
51514,62,65,96,56
51515,62,65,96,55
51516,62,73,96,55
51517,62,73,96,48
51518,62,80,96,48
51519,62,80,96,49
51520,62,80,96,49
51521,62,80,96,44
51522,62,79,96,44
51523,62,79,96,23
51524,62,50,96,23
51525,62,50,96,24
51526,62,45,96,24
51527,62,45,96,23
51528,62,66,96,23
51529,62,66,96,28
51530,62,73,96,28
51531,62,73,96,59
51532,62,81,96,59
51533,62,81,96,55
51534,62,81,96,55
51535,62,81,96,60
51536,62,76,96,60
51537,62,76,96,62
51538,62,76,96,62
51539,62,76,96,62
51540,62,70,96,62
51541,62,70,96,64
51542,62,70,96,64
51543,62,70,96,64
51544,62,77,96,64
51545,62,77,96,57
51546,62,47,96,57
51547,62,47,96,64
51548,62,47,96,64
51549,62,47,96,62
51550,62,53,96,62
51551,62,53,96,47
51552,62,49,96,47
51553,62,45,96,68
51554,62,51,96,68
51555,62,51,96,60
51556,62,56,96,60
51557,62,56,96,64
51558,62,49,96,64
51559,62,49,96,69
51560,62,52,96,69
51561,62,52,96,69
51562,62,57,96,69
51563,62,57,96,62
51564,62,41,96,62
51565,62,41,96,61
51566,62,42,96,61
51567,62,42,96,59
51568,62,65,96,59
51569,62,65,96,59
51570,62,65,96,59
51571,62,65,96,60
51572,62,64,96,60
51573,62,64,96,34
51574,62,43,96,34
51575,62,43,96,35
51576,62,23,96,35
51577,62,23,96,35
51578,62,43,96,35
51579,62,43,96,38
51580,62,44,96,38
51581,62,44,96,33
51582,62,51,96,33
51583,62,51,96,40
51584,62,52,96,40
51585,62,52,96,57
51586,62,49,96,57
51587,62,49,96,53
51588,62,53,96,53
51589,62,53,96,58
51590,62,51,96,58
51591,62,51,96,52
51592,62,50,96,52
51593,62,50,96,53
51594,62,74,96,53
51595,62,74,96,57
51596,62,70,96,57
51597,62,70,96,36
51598,62,72,96,36
51599,62,72,96,58
51600,62,70,96,58
51601,62,70,96,56
51602,62,49,96,56
51603,62,49,96,55
51604,62,71,96,55
51605,62,71,96,55
51606,62,69,96,55
51607,62,69,96,50
51608,62,74,96,50
51609,62,74,96,51
51610,62,83,96,51
51611,62,83,96,49
51612,62,82,96,49
51613,62,82,96,58
51614,62,79,96,58
51615,62,52,96,43
51616,62,56,96,43
51617,62,56,96,45
51618,62,58,96,45
51619,62,58,96,38
51620,62,39,96,38
51621,62,39,96,40
51622,62,43,96,40
51623,62,43,96,33
51624,62,43,96,33
51625,62,43,96,41
51626,62,34,96,41
51627,62,34,96,48
51628,62,37,96,48
